Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
PC12,MTT,SiO2,12,1.95,113.67,386.9,-35.9
PC12,MTT,SiO2,12,3.9,97.265,386.9,-35.9
PC12,MTT,SiO2,12,7.8,108.73,386.9,-35.9
PC12,MTT,SiO2,12,15.6,98.451,386.9,-35.9
PC12,MTT,SiO2,12,31.2,98.056,386.9,-35.9
PC12,MTT,SiO2,12,62.5,100.43,386.9,-35.9
PC12,MTT,SiO2,12,125,95.881,386.9,-35.9
PC12,MTT,SiO2,12,250,79.473,386.9,-35.9
PC12,MTT,SiO2,12,500,94.893,386.9,-35.9
PC12,MTT,SiO2,12,1000,79.275,386.9,-35.9
PC12,MTT,SiO2,24,1.95,105.21,386.9,-35.9
PC12,MTT,SiO2,24,3.9,120.85,386.9,-35.9
PC12,MTT,SiO2,24,7.8,117.25,386.9,-35.9
PC12,MTT,SiO2,24,15.6,106.06,386.9,-35.9
PC12,MTT,SiO2,24,31.2,84.93,386.9,-35.9
PC12,MTT,SiO2,24,62.5,96.127,386.9,-35.9
PC12,MTT,SiO2,24,125,94.225,386.9,-35.9
PC12,MTT,SiO2,24,250,103.94,386.9,-35.9
PC12,MTT,SiO2,24,500,79.014,386.9,-35.9
PC12,MTT,SiO2,24,1000,63.803,386.9,-35.9
PC12,MTT,SiO2,12,1.95,97.463,375.4,-26.8
PC12,MTT,SiO2,12,3.9,95.486,375.4,-26.8
PC12,MTT,SiO2,12,7.8,89.951,375.4,-26.8
PC12,MTT,SiO2,12,15.6,105.96,375.4,-26.8
PC12,MTT,SiO2,12,31.2,95.091,375.4,-26.8
PC12,MTT,SiO2,12,62.5,96.474,375.4,-26.8
PC12,MTT,SiO2,12,125,94.3,375.4,-26.8
PC12,MTT,SiO2,12,250,72.356,375.4,-26.8
PC12,MTT,SiO2,12,500,70.774,375.4,-26.8
PC12,MTT,SiO2,12,1000,71.763,375.4,-26.8
PC12,MTT,SiO2,24,1.95,103.52,375.4,-26.8
PC12,MTT,SiO2,24,3.9,96.761,375.4,-26.8
PC12,MTT,SiO2,24,7.8,109.86,375.4,-26.8
PC12,MTT,SiO2,24,15.6,122.75,375.4,-26.8
PC12,MTT,SiO2,24,31.2,104.58,375.4,-26.8
PC12,MTT,SiO2,24,62.5,118.73,375.4,-26.8
PC12,MTT,SiO2,24,125,94.648,375.4,-26.8
PC12,MTT,SiO2,24,250,103.1,375.4,-26.8
PC12,MTT,SiO2,24,500,105.63,375.4,-26.8
PC12,MTT,SiO2,24,1000,80.493,375.4,-26.8
PC12,MTT,SiO2,12,1.95,120,437,21.7
PC12,MTT,SiO2,12,3.9,119.41,437,21.7
PC12,MTT,SiO2,12,7.8,109.52,437,21.7
PC12,MTT,SiO2,12,15.6,111.3,437,21.7
PC12,MTT,SiO2,12,31.2,114.86,437,21.7
PC12,MTT,SiO2,12,62.5,116.05,437,21.7
PC12,MTT,SiO2,12,125,106.95,437,21.7
PC12,MTT,SiO2,12,250,73.74,437,21.7
PC12,MTT,SiO2,12,500,93.904,437,21.7
PC12,MTT,SiO2,12,1000,76.31,437,21.7
PC12,MTT,SiO2,24,1.95,104.15,437,21.7
PC12,MTT,SiO2,24,3.9,102.89,437,21.7
PC12,MTT,SiO2,24,7.8,102.04,437,21.7
PC12,MTT,SiO2,24,15.6,94.225,437,21.7
PC12,MTT,SiO2,24,31.2,90.423,437,21.7
PC12,MTT,SiO2,24,62.5,91.056,437,21.7
PC12,MTT,SiO2,24,125,100.77,437,21.7
PC12,MTT,SiO2,24,250,96.761,437,21.7
PC12,MTT,SiO2,24,500,103.94,437,21.7
PC12,MTT,SiO2,24,1000,85.775,437,21.7
RAW264.7,CellTiterBlue,SiO2,24,1,107.59,10,-27
RAW264.7,CellTiterBlue,SiO2,24,10,100.81,10,-27
RAW264.7,CellTiterBlue,SiO2,24,100,70.11,10,-27
RAW264.7,CellTiterBlue,SiO2,24,1000,22.617,10,-27
RAW264.7,XTT,SiO2,24,1,123.42,10,-27
RAW264.7,XTT,SiO2,24,10,114.38,10,-27
RAW264.7,XTT,SiO2,24,100,82.714,10,-27
RAW264.7,XTT,SiO2,24,1000,25.525,10,-27
RAW264.7,LDH,SiO2,24,1,4.5234,10,-27
RAW264.7,LDH,SiO2,24,10,6.1389,10,-27
RAW264.7,LDH,SiO2,24,100,22.294,10,-27
RAW264.7,LDH,SiO2,24,1000,69.467,10,-27
RAW264.7,Live/Dead,SiO2,24,1,95.315,10,-27
RAW264.7,Live/Dead,SiO2,24,10,86.268,10,-27
RAW264.7,Live/Dead,SiO2,24,100,69.467,10,-27
RAW264.7,Live/Dead,SiO2,24,1000,9.6931,10,-27
RAW264.7,Live/Dead,SiO2,24,1,94.023,10,-27
RAW264.7,Live/Dead,SiO2,24,10,91.761,10,-27
RAW264.7,Live/Dead,SiO2,24,100,71.729,10,-27
RAW264.7,Live/Dead,SiO2,24,1000,44.265,10,-27
VERO,MTT,Fe3O4,24,100,102,18,7.36
VERO,MTT,Fe3O4,24,200,105.08,18,3.51
VERO,MTT,Fe3O4,24,300,100,18,-5.3
VERO,MTT,Fe3O4,24,400,100,18,20.02
VERO,MTT,Fe3O4,24,500,80,18,-24.5
MDCK,MTT,Fe3O4,24,100,101.97,18,7.36
MDCK,MTT,Fe3O4,24,200,115.09,18,-13
MDCK,MTT,Fe3O4,24,300,115.09,18,-2.85
MDCK,MTT,Fe3O4,24,400,100.1,18,20.02
MDCK,MTT,Fe3O4,24,500,118.08,18,-4.065
MDCK,MTT,Fe3O4,24,100,80,18,8.29
MDCK,MTT,Fe3O4,24,200,75.077,18,-23.52
MDCK,MTT,Fe3O4,24,300,50,18,-41.77
MDCK,MTT,Fe3O4,24,400,38,18,-38.62
MDCK,MTT,Fe3O4,24,500,34.923,18,-30.62
MDCK,MTT,Fe3O4,24,100,89.986,18,-22.73
MDCK,MTT,Fe3O4,24,200,80.245,18,-23.52
MDCK,MTT,Fe3O4,24,300,31.916,18,-41.77
MDCK,MTT,Fe3O4,24,400,30.043,18,-38.62
MDCK,MTT,Fe3O4,24,500,30.043,18,-30.62
Caco-2,CellTiterBlue,Ag,24,100,162.02,5,-8.72
Caco-2,CellTiterBlue,Ag,24,1,87.472,60,-51.9
Caco-2,CellTiterBlue,Ag,24,10,61.197,60,-51.9
Caco-2,CellTiterBlue,Ag,24,20,51.774,60,-51.9
Caco-2,CellTiterBlue,Ag,24,50,44.9,60,-51.9
Caco-2,CellTiterBlue,Ag,3,125,95.027,75,71.7
Caco-2,CellTiterBlue,Ag,3,250,106.05,75,71.7
Caco-2,CellTiterBlue,Ag,3,500,74.757,75,71.7
Caco-2,CellTiterBlue,Ag,3,1000,49.297,75,71.7
Caco-2,CellTiterBlue,Ag,3,125,91.304,75,71.7
Caco-2,CellTiterBlue,Ag,3,250,90.261,75,71.7
Caco-2,CellTiterBlue,Ag,3,500,78.957,75,71.7
Caco-2,CellTiterBlue,Ag,3,1000,65.565,75,71.7
Caco-2,CellTiterBlue,Ag,24,0.5,88.907,18.4,26.4
Caco-2,CellTiterBlue,Ag,24,1,89.723,18.4,26.4
Caco-2,CellTiterBlue,Ag,24,5,93.312,18.4,-18
Caco-2,CellTiterBlue,Ag,24,10,91.517,18.4,-17.92
Caco-2,CellTiterBlue,Ag,24,50,80.914,18.4,8.29
Caco-2,CellTiterBlue,Ag,24,100,74.388,18.4,-7.6
Caco-2,CellTiterBlue,Ag,24,0.5,88.699,326.5,-23.5
Caco-2,CellTiterBlue,Ag,24,1,87.158,326.5,-23.5
Caco-2,CellTiterBlue,Ag,24,5,86.473,326.5,-23.5
Caco-2,CellTiterBlue,Ag,24,10,90.925,326.5,-23.5
Caco-2,CellTiterBlue,Ag,24,50,88.014,326.5,-23.5
Caco-2,CellTiterBlue,Ag,24,100,85.616,326.5,-23.5
Caco-2,CellTiterBlue,Ag,24,0.5,87.873,274.1,-27.7
Caco-2,CellTiterBlue,Ag,24,1,86.455,274.1,-27.7
Caco-2,CellTiterBlue,Ag,24,5,83.445,274.1,-27.7
Caco-2,CellTiterBlue,Ag,24,10,91.639,274.1,-27.7
Caco-2,CellTiterBlue,Ag,24,50,85.786,274.1,-27.7
A549,MTT,Fe3O4,24,100,84.114,274.1,-27.7
A549,MTT,Fe3O4,48,0.5,105.22,18.4,-39.55
A549,MTT,Fe3O4,48,1,96.9,18.4,-17.1
A549,NRU,Fe3O4,48,5,94.29,18.4,-17.1
A549,NRU,Fe3O4,48,10,89.886,18.4,-15.91
A549,NRU,Fe3O4,48,50,86.949,18.4,-8.72
KEC,MTS,Ag,48,100,82.545,18.4,-8.72
KEC,MTS,Ag,48,0.5,98.288,326.5,-23.5
KEC,MTS,Ag,48,1,99.144,326.5,-23.5
KEC,MTS,Ag,48,5,93.151,326.5,-23.5
KEC,MTS,Ag,48,10,92.979,326.5,-23.5
KEC,MTS,Ag,48,50,88.87,326.5,-23.5
KEC,MTS,Ag,48,100,86.473,326.5,-23.5
KEC,MTS,Ag,48,0.5,93.144,274.1,-27.7
KEC,MTS,Ag,48,1,87.793,274.1,-27.7
KEC,MTS,Ag,48,5,88.629,274.1,-27.7
KEC,MTS,Ag,48,10,90.301,274.1,-27.7
KEC,MTS,Ag,48,50,85.786,274.1,-27.7
KEC,MTS,Ag,48,100,83.445,274.1,-27.7
KEC,MTS,Ag,24,0.5,96.743,326.5,-23.5
KEC,MTS,Ag,24,1,83.225,326.5,-23.5
KEC,MTS,Ag,24,5,82.573,326.5,-23.5
A431,MTT,TiO2,24,10,80.945,326.5,-23.5
A431,MTT,TiO2,24,50,80.945,326.5,-23.5
A431,MTT,TiO2,24,100,79.316,326.5,-23.5
A431,MTT,TiO2,24,0.5,96.743,274.1,-27.7
A431,MTT,TiO2,24,1,82.573,274.1,-27.7
A431,MTT,TiO2,24,5,76.873,274.1,-27.7
A431,MTT,TiO2,24,10,76.873,274.1,-27.7
A431,MTT,TiO2,24,50,91.205,274.1,-27.7
A431,MTT,TiO2,24,100,91.205,274.1,-27.7
A431,MTT,TiO2,72,0.036,80.385,145.45,15.05
A431,MTT,TiO2,72,0.072,72.957,5.5,-23.415
A431,MTT,TiO2,72,0.18,56.616,67.35,28.1
A431,MTT,TiO2,72,0.36,49.684,6,-36.5
A431,MTT,TiO2,72,0.72,42.256,6,-36.5
A431,MTT,TiO2,72,1,42.586,6,-36.5
A431,NRU,TiO2,72,0.036,108.98,12.5,-7.455
A431,NRU,TiO2,72,0.072,106.23,549,5.635
A431,NRU,TiO2,72,0.18,102.5,1073.5,-9.6
A431,NRU,TiO2,72,0.36,90.126,208.35,37.85
A431,NRU,TiO2,72,0.72,63.619,717.5,28.4
A431,NRU,TiO2,72,1,47.518,6,-36.5
A431,NRU,TiO2,72,0.036,101.35,717.5,28.4
A431,NRU,TiO2,72,0.072,91.689,165.25,5.5
A431,NRU,TiO2,72,0.18,67.636,400.5,-4.55
A431,NRU,TiO2,72,0.36,41.527,6,-36.5
A431,NRU,TiO2,72,0.72,27.959,5,-10.33
A431,NRU,TiO2,72,1,28.37,5,-10.33
A431,NRU,TiO2,72,25,88.973,15,-25
A431,NRU,TiO2,72,50,76.933,15,-25
A431,NRU,TiO2,72,100,59.949,15,-25
MG-63,MTT,Au,24,200,113.35,289.76,-28
MG-63,MTT,Au,24,500,128.05,289.76,-28
MG-63,MTT,Au,24,50,94.523,578.27,8
MG-63,MTT,Au,24,100,69.258,578.27,8
MG-63,MTT,Au,24,200,42.933,578.27,8
MG-63,MTT,Au,24,500,40.636,578.27,8
MG-63,MTT,Au,24,50,88.508,345.2,-13
MG-63,MTT,Au,24,100,36.878,345.2,-13
MG-63,MTT,Au,24,200,34.305,345.2,-13
SHSY5Y,MTT,TiO2,24,500,28.473,345.2,-13
SHSY5Y,MTT,TiO2,48,50,97.485,289.76,-28
SHSY5Y,MTT,TiO2,48,100,110.44,289.76,-28
SHSY5Y,MTT,TiO2,48,200,108.12,289.76,-28
THP-1,MTT,TiO2,48,500,107.74,289.76,-28
THP-1,MTT,TiO2,48,50,96.82,578.27,8
THP-1,MTT,TiO2,48,100,93.64,578.27,8
THP-1,MTT,TiO2,48,200,82.862,578.27,8
Lymphocyte,MTT,ZnO,48,500,76.678,578.27,8
Lymphocyte,MTT,ZnO,48,50,98.113,345.2,-13
Lymphocyte,MTT,ZnO,48,100,81.475,345.2,-13
Lymphocyte,MTT,ZnO,48,200,82.676,345.2,-13
Lymphocyte,Live/Dead,ZnO,48,500,79.417,345.2,-13
Lymphocyte,Live/Dead,ZnO,24,50,88.516,289.76,-28
Lymphocyte,Live/Dead,ZnO,24,100,83.569,289.76,-28
Lymphocyte,Live/Dead,ZnO,24,200,81.625,289.76,-28
SKOV-3,MTT,Fe3O4,24,500,93.11,289.76,-28
SKOV-3,MTT,Fe3O4,24,50,99.824,578.27,8
SKOV-3,MTT,Fe3O4,24,100,63.269,578.27,8
SKOV-3,MTT,Fe3O4,24,200,52.9,578.27,8
SKOV-3,MTT,Fe3O4,24,500,78.383,578.27,8
SKOV-3,MTT,Fe3O4,24,50,103.09,345.2,-13
SKOV-3,MTT,Fe3O4,24,100,86.942,345.2,-13
SKOV-3,MTT,Fe3O4,24,200,90.722,345.2,-13
SKOV-3,MTT,Fe3O4,24,500,77.32,345.2,-13
SKOV-3,MTT,Fe3O4,48,50,92.403,289.76,-28
SKOV-3,MTT,Fe3O4,48,100,98.057,289.76,-28
SKOV-3,MTT,Fe3O4,48,200,101.59,289.76,-28
SKOV-3,MTT,Fe3O4,48,500,100.35,289.76,-28
SKOV-3,MTT,Fe3O4,48,50,99.473,578.27,8
SKOV-3,MTT,Fe3O4,48,100,89.455,578.27,8
SKOV-3,MTT,Fe3O4,48,200,85.764,578.27,8
SKOV-3,MTT,Fe3O4,48,500,92.794,578.27,8
SKOV-3,MTT,Fe3O4,48,50,97.938,345.2,-13
SKOV-3,MTT,Fe3O4,48,100,95.876,345.2,-13
SKOV-3,MTT,Fe3O4,48,200,95.361,345.2,-13
SKOV-3,MTT,Fe3O4,48,500,90.893,345.2,-13
SKOV-3,MTT,Fe3O4,24,10,76.923,21.06,-24.5
SKOV-3,MTT,Fe3O4,24,50,67.494,21.06,-24.5
SKOV-3,MTT,Fe3O4,24,100,61.29,21.06,-24.5
SKOV-3,MTT,Fe3O4,24,200,62.283,21.06,-24.5
SKOV-3,MTT,Fe3O4,24,500,63.275,21.06,-24.5
SKOV-3,MTT,Fe3O4,24,10,100.99,59.72,-38.1
SKOV-3,MTT,Fe3O4,24,50,72.705,59.72,-38.1
SKOV-3,MTT,Fe3O4,24,100,70.471,59.72,-38.1
SKOV-3,MTT,Fe3O4,24,200,64.02,59.72,-38.1
SKOV-3,MTT,Fe3O4,24,500,62.283,59.72,-38.1
SKOV-3,MTT,Fe3O4,24,10,89.826,100.33,-31.7
SKOV-3,MTT,Fe3O4,24,50,70.471,100.33,-31.7
SKOV-3,MTT,Fe3O4,24,100,71.464,100.33,-31.7
SKOV-3,MTT,Fe3O4,24,200,65.757,100.33,-31.7
SKOV-3,MTT,Fe3O4,24,500,72.705,100.33,-31.7
SKOV-3,LDH,Fe3O4,24,10,75.186,199.89,-36.3
SKOV-3,LDH,Fe3O4,24,50,63.027,199.89,-36.3
SKOV-3,LDH,Fe3O4,24,100,62.283,199.89,-36.3
SKOV-3,LDH,Fe3O4,24,200,62.779,199.89,-36.3
SKOV-3,LDH,Fe3O4,24,500,61.042,199.89,-36.3
SKOV-3,LDH,Fe3O4,72,10,58.542,21.06,-24.5
SKOV-3,LDH,Fe3O4,72,50,50.797,21.06,-24.5
SKOV-3,LDH,Fe3O4,72,100,49.886,21.06,-24.5
SKOV-3,LDH,Fe3O4,72,200,50.569,21.06,-24.5
SKOV-3,LDH,Fe3O4,72,500,44.647,21.06,-24.5
SKOV-3,LDH,Fe3O4,72,10,96.583,59.72,-38.1
SKOV-3,LDH,Fe3O4,72,50,53.303,59.72,-38.1
NIH3T3,MTS,Au,72,100,49.886,59.72,-38.1
NIH3T3,MTS,Au,72,200,31.435,59.72,-38.1
NIH3T3,MTS,Au,72,500,15.718,59.72,-38.1
NIH3T3,MTS,Au,72,10,68.337,100.33,-31.7
NIH3T3,MTS,Au,72,50,54.214,100.33,-31.7
NIH3T3,MTS,Au,72,100,51.708,100.33,-31.7
PK-15,MTS,Au,72,200,55.353,100.33,-31.7
PK-15,MTS,Au,72,500,53.531,100.33,-31.7
PK-15,MTS,Au,72,10,66.287,199.89,-36.3
PK-15,MTS,Au,72,50,50.569,199.89,-36.3
PK-15,MTS,Au,72,100,50.114,199.89,-36.3
PK-15,MTS,Au,72,200,50.797,199.89,-36.3
VERO,MTS,Au,72,500,45.33,199.89,-36.3
VERO,MTS,Au,24,10,65.366,21.06,-24.5
VERO,MTS,Au,24,50,50,21.06,-24.5
VERO,MTS,Au,24,100,44.39,21.06,-24.5
VERO,MTS,Au,24,200,38.049,21.06,-24.5
VERO,MTS,Au,24,500,34.146,21.06,-24.5
A431,MTT,SiO2,24,10,108.05,59.72,-38.1
A431,MTT,SiO2,24,50,54.146,59.72,-38.1
A431,MTT,SiO2,24,100,49.512,59.72,-38.1
A431,MTT,SiO2,24,200,42.683,59.72,-38.1
A549,MTT,SiO2,24,500,5.122,59.72,-38.1
A549,MTT,SiO2,24,10,53.902,100.33,-31.7
A549,MTT,SiO2,24,50,44.878,100.33,-31.7
A549,MTT,SiO2,24,100,34.878,100.33,-31.7
HepG2,MTT,SiO2,24,200,30.244,100.33,-31.7
HepG2,MTT,SiO2,24,500,29.024,100.33,-31.7
HepG2,MTT,SiO2,24,10,50,199.89,-36.3
HepG2,MTT,SiO2,24,50,40.732,199.89,-36.3
HepG2,MTT,SiO2,24,100,32.683,199.89,-36.3
HepG2,MTT,SiO2,24,200,24.878,199.89,-36.3
HepG2,MTT,SiO2,24,500,24.878,199.89,-36.3
HepG2,NRU,SiO2,72,10,45.578,21.06,-24.5
HepG2,NRU,SiO2,72,50,38.095,21.06,-24.5
HepG2,NRU,SiO2,72,100,34.921,21.06,-24.5
HepG2,NRU,SiO2,72,200,27.891,21.06,-24.5
HepG2,NRU,SiO2,72,500,17.007,21.06,-24.5
HepG2,NRU,SiO2,72,10,87.528,59.72,-38.1
HepG2,NRU,SiO2,72,50,32.2,59.72,-38.1
Caco-2,AlamarBlue,SiO2,72,100,30.839,59.72,-38.1
Caco-2,AlamarBlue,SiO2,72,200,23.356,59.72,-38.1
Caco-2,AlamarBlue,SiO2,72,500,1.1338,59.72,-38.1
Caco-2,AlamarBlue,SiO2,72,10,42.63,100.33,-31.7
Caco-2,AlamarBlue,SiO2,72,50,34.467,100.33,-31.7
Caco-2,AlamarBlue,SiO2,72,100,31.973,100.33,-31.7
Caco-2,AlamarBlue,SiO2,72,200,27.891,100.33,-31.7
Caco-2,AlamarBlue,SiO2,72,500,17.234,100.33,-31.7
Caco-2,AlamarBlue,SiO2,72,10,42.177,199.89,-36.3
Caco-2,AlamarBlue,SiO2,72,50,29.252,199.89,-36.3
Caco-2,AlamarBlue,SiO2,72,100,24.943,199.89,-36.3
Caco-2,AlamarBlue,SiO2,72,200,22.676,199.89,-36.3
Caco-2,AlamarBlue,SiO2,72,500,12.245,199.89,-36.3
Caco-2,AlamarBlue,SiO2,24,10,68.856,21.06,-24.5
Caco-2,AlamarBlue,SiO2,24,50,61.071,21.06,-24.5
Caco-2,AlamarBlue,SiO2,24,100,59.611,21.06,-24.5
Caco-2,AlamarBlue,SiO2,24,200,59.124,21.06,-24.5
Caco-2,AlamarBlue,SiO2,24,500,58.151,21.06,-24.5
Caco-2,AlamarBlue,SiO2,24,10,99.757,59.72,-38.1
Caco-2,AlamarBlue,SiO2,24,50,67.397,59.72,-38.1
Caco-2,AlamarBlue,SiO2,24,100,66.423,59.72,-38.1
Caco-2,AlamarBlue,SiO2,24,200,62.774,59.72,-38.1
Caco-2,AlamarBlue,SiO2,24,500,53.041,59.72,-38.1
Caco-2,AlamarBlue,SiO2,24,10,68.613,100.33,-31.7
HepG2,AlamarBlue,SiO2,24,50,66.423,100.33,-31.7
HepG2,AlamarBlue,SiO2,24,100,65.207,100.33,-31.7
HepG2,AlamarBlue,SiO2,24,200,63.99,100.33,-31.7
HepG2,AlamarBlue,SiO2,24,500,64.477,100.33,-31.7
HepG2,AlamarBlue,SiO2,24,10,68.856,199.89,-36.3
HepG2,AlamarBlue,SiO2,24,50,63.504,199.89,-36.3
HepG2,AlamarBlue,SiO2,24,100,62.287,199.89,-36.3
HepG2,AlamarBlue,SiO2,24,200,60.584,199.89,-36.3
HepG2,AlamarBlue,SiO2,24,500,58.151,199.89,-36.3
HepG2,AlamarBlue,SiO2,72,10,57.011,21.06,-24.5
HepG2,AlamarBlue,SiO2,72,50,55.172,21.06,-24.5
HepG2,AlamarBlue,SiO2,72,100,55.172,21.06,-24.5
HepG2,AlamarBlue,SiO2,72,200,49.425,21.06,-24.5
HepG2,AlamarBlue,SiO2,72,500,46.437,21.06,-24.5
HepG2,AlamarBlue,SiO2,72,10,95.172,59.72,-38.1
HepG2,AlamarBlue,SiO2,72,50,65.747,59.72,-38.1
HepG2,AlamarBlue,SiO2,72,100,60.92,59.72,-38.1
HepG2,AlamarBlue,SiO2,72,200,54.713,59.72,-38.1
HepG2,AlamarBlue,SiO2,72,500,42.299,59.72,-38.1
HepG2,AlamarBlue,SiO2,72,10,66.437,100.33,-31.7
HepG2,AlamarBlue,SiO2,72,50,58.161,100.33,-31.7
HepG2,AlamarBlue,SiO2,72,100,56.322,100.33,-31.7
HepG2,AlamarBlue,SiO2,72,200,56.322,100.33,-31.7
HepG2,AlamarBlue,SiO2,72,500,55.862,100.33,-31.7
A549,MTT,SiO2,72,10,64.138,199.89,-36.3
A549,MTT,SiO2,72,50,55.172,199.89,-36.3
A549,MTT,SiO2,72,100,54.023,199.89,-36.3
A549,MTT,SiO2,72,200,51.264,199.89,-36.3
A549,MTT,SiO2,72,500,51.034,199.89,-36.3
A549,MTT,SiO2,6,20,99.06,24.6,-11
A549,MTT,SiO2,6,60,96.9,24.6,-11
A549,MTT,SiO2,6,180,98.5,24.6,-11
A549,MTT,SiO2,6,360,88.5,24.6,-11
A549,MTT,SiO2,24,20,95,24.6,-11
A549,MTT,SiO2,24,60,91,24.6,-11
A549,MTT,SiO2,24,180,83.9,24.6,-11
A549,MTT,SiO2,24,360,70.5,24.6,-11
A549,MTT,SiO2,48,20,90,24.6,-11
A549,MTT,SiO2,48,60,86,24.6,-11
A549,MTT,SiO2,48,180,68.25,24.6,-11
A549,MTT,SiO2,48,360,54.15,24.6,-11
A549,MTT,SiO2,6,20,97.666,24.6,-11
A549,MTT,SiO2,6,60,98.423,24.6,-11
A549,MTT,SiO2,6,180,93.205,24.6,-11
A549,MTT,SiO2,6,360,90.852,24.6,-11
A549,MTT,SiO2,24,20,91.798,24.6,-11
A549,MTT,SiO2,24,60,89.148,24.6,-11
A549,MTT,SiO2,24,180,86.877,24.6,-11
A549,MTT,SiO2,24,360,78.17,24.6,-11
A549,MTT,SiO2,48,20,93.691,24.6,-11
A549,MTT,SiO2,48,60,80.631,24.6,-11
A549,MTT,SiO2,48,180,73.628,24.6,-11
A549,MTT,SiO2,48,360,58.297,24.6,-11
A549,MTT,SiO2,24,2.5,95,20.12,-17.1
A549,MTT,SiO2,24,5,78.548,20.12,24.3
A549,MTT,SiO2,24,10,60.645,20.12,71.7
A549,MTT,SiO2,24,20,37.903,20.12,25.67
A549,MTT,SiO2,24,40,35.968,20.12,71.7
A549,MTT,SiO2,24,50,30.968,20.12,-20.36
A549,MTT,SiO2,48,2.5,90,20.12,-17.1
A549,MTT,SiO2,48,5,70,20.12,-43.29
A549,MTT,SiO2,48,10,49.194,20.12,60.01
A549,MTT,SiO2,48,20,36.29,20.12,-23.79
A549,MTT,SiO2,48,40,26.935,20.12,-43.29
NIH3T3,MTT,SiO2,48,50,24.032,20.12,28.255
NIH3T3,MTT,SiO2,72,2.5,83.871,20.12,-4.58
NIH3T3,MTT,SiO2,72,5,67.581,20.12,-24.5
NIH3T3,MTT,SiO2,72,10,48.226,20.12,-24.5
NIH3T3,MTT,SiO2,72,20,25.806,20.12,-33.33
NIH3T3,MTT,SiO2,72,40,21.452,20.12,-33.33
NIH3T3,MTT,SiO2,72,50,15.484,20.12,-33.33
NIH3T3,MTT,SiO2,24,25,100,1.5,-8
NIH3T3,MTT,SiO2,24,50,80.027,1.5,6.01
NIH3T3,MTT,SiO2,24,75,59.783,1.5,5.66
NIH3T3,MTT,SiO2,24,100,40.082,1.5,-40.5
NIH3T3,MTT,SiO2,24,125,19.973,1.5,-53.9
NIH3T3,MTT,SiO2,24,150,10.054,1.5,17.48
NIH3T3,MTT,SiO2,24,5,100,68.3,-40.6
NIH3T3,MTT,SiO2,24,25,94.475,68.3,-40.6
NIH3T3,MTT,SiO2,24,100,68.646,68.3,-40.6
NIH3T3,MTT,SiO2,24,5,96.2,55.8,70.76
NIH3T3,MTT,SiO2,24,10,86.01,55.8,70.76
NIH3T3,MTT,SiO2,24,20,70,55.8,70.76
NIH3T3,MTT,SiO2,24,30,49.7,55.8,70.76
NIH3T3,MTT,SiO2,48,5,92.96,55.8,70.76
NIH3T3,MTT,SiO2,48,10,79.9,55.8,70.76
NIH3T3,MTT,SiO2,48,20,58.43,55.8,70.76
NIH3T3,MTT,SiO2,48,30,30.4,55.8,70.76
NIH3T3,MTT,SiO2,24,1,98.308,6,-8.72
NIH3T3,MTT,SiO2,24,10,94.416,6,-8.72
NIH3T3,MTT,SiO2,24,12.5,93.232,6,-8.72
NIH3T3,MTT,SiO2,24,25,92.047,6,-8.72
NIH3T3,MTT,SiO2,24,50,89.34,6,-8.72
NIH3T3,MTT,SiO2,24,100,87.31,6,-8.72
NIH3T3,MTT,SiO2,24,1,93.57,141,71.7
NIH3T3,MTT,SiO2,24,10,85.448,141,71.7
NIH3T3,MTT,SiO2,24,12.5,61.083,141,71.7
NIH3T3,MTT,SiO2,24,25,15.736,141,71.7
NIH3T3,MTT,SiO2,24,50,9.6447,141,71.7
NIH3T3,MTT,SiO2,24,100,5.9222,141,71.7
NIH3T3,MTT,SiO2,24,1,96.277,18.3,-8.1
NIH3T3,MTT,SiO2,24,10,94.247,18.3,-25.12
NIH3T3,MTT,SiO2,24,12.5,95.601,18.3,-16.2
NIH3T3,MTT,SiO2,24,25,97.293,18.3,10
HepG2,MTT,SiO2,24,50,96.447,18.3,5.65
HepG2,MTT,SiO2,24,100,93.57,18.3,-21.02
HepG2,MTT,SiO2,24,1,97.8,33,20.02
HepG2,MTT,SiO2,24,10,97.8,33,20.02
HepG2,MTT,SiO2,24,12.5,95.77,33,20.02
HepG2,MTT,SiO2,24,25,95.77,33,20.02
HepG2,MTT,SiO2,24,50,95.601,33,20.02
HepG2,MTT,SiO2,24,100,92.555,33,20.02
HepG2,MTT,SiO2,24,1,95.601,16.7,-8.75
HepG2,MTT,SiO2,24,10,93.232,16.7,-9.9
HepG2,MTT,SiO2,24,12.5,92.047,16.7,-97.37
HepG2,MTT,SiO2,24,25,91.709,16.7,8.29
HepG2,MTT,SiO2,24,50,87.817,16.7,8.29
HepG2,MTT,SiO2,24,100,72.927,16.7,-33.75
HepG2,MTT,SiO2,3,1,97.504,141,71.7
HepG2,MTT,SiO2,3,10,94.54,141,71.7
HepG2,MTT,SiO2,3,12.5,89.392,141,71.7
HepG2,MTT,SiO2,3,25,87.52,141,71.7
HepG2,MTT,SiO2,3,50,80.187,141,71.7
HepG2,MTT,SiO2,3,100,72.075,141,71.7
HepG2,MTT,SiO2,6,1,96.568,141,71.7
HepG2,MTT,SiO2,6,10,92.356,141,71.7
HepG2,MTT,SiO2,6,12.5,87.207,141,71.7
